Animal,Extinction Frame,Final state check,Initial Entropy,Final Entropy,params
Aerogeminium ambiguus,-1,stable,0.15002319909953807,0.14564298072109283,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.29, 's': 0.041}"
Aerogeminium quietus,-1,stable,0.11757490591945895,0.05595900260896584,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.3, 's': 0.048}"
Aerogeminium labens,-1,stable,0.09903137087978192,0.1040363690736485,"{'R': 18, 'T': 10, 'b': '1,5/6,2/3', 'm': 0.23, 's': 0.026}"
Hydrogeminium limus,-1,soup,0.12722949529975544,0.7956443971850917,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.26, 's': 0.036}"
Hydrogeminium natans,-1,stable,0.15697199094432443,0.16118142827709211,"{'R': 18, 'T': 10, 'b': '1/2,1,2/3', 'm': 0.26, 's': 0.036}"
Hydrogeminium labens,-1,stable,0.1379669610356448,0.13264374768018541,"{'R': 18, 'T': 10, 'b': '1/2,1,2/3', 'm': 0.31, 's': 0.053}"
Spinogeminium solidus,-1,stable,0.08418600019905426,0.08330157099313162,"{'R': 18, 'T': 10, 'b': '3/4,1,1/2', 'm': 0.216, 's': 0.0252}"
Spinogeminium limus,-1,stable,0.07962811566666417,0.04374216247941753,"{'R': 18, 'T': 10, 'b': '3/4,1,1/2', 'm': 0.195, 's': 0.0198}"
Gyrogeminium velox,-1,stable,0.1906023729814057,0.19017164607935363,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.25, 's': 0.034}"
Gyrogeminium tardus,-1,stable,0.1800859336253997,0.19413763981979437,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.27, 's': 0.038}"
Gyrogeminium serratus,-1,stable,0.18359330207694274,0.04598304087161248,"{'R': 18, 'T': 10, 'b': '1/2,1,1/2', 'm': 0.24, 's': 0.03}"
Circogeminium ventilans,-1,stable,0.1954974062217757,0.16609640831935726,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.29, 's': 0.035}"
Kronium solidus,-1,stable,0.058619688776538885,0.060830428572039484,"{'R': 18, 'T': 10, 'b': '1,1/2,1/2,1', 'm': 0.22, 's': 0.029}"
Kronium tardus,-1,stable,0.05460633582725883,0.04721977892098967,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.34, 's': 0.062}"
Kronium vagus,-1,stable,0.0626115683971649,0.05800792024335841,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.22, 's': 0.025}"
Kronium saliens,-1,stable,0.06721513058545601,0.06982122823343971,"{'R': 15, 'T': 10, 'b': '1/2,1/2,1', 'm': 0.23, 's': 0.031}"
Kronium limus,-1,stable,0.08754801899773677,0.08614248094890958,"{'R': 18, 'T': 10, 'b': '5/6,1', 'm': 0.22, 's': 0.03}"
Kronium dividuus,-1,stable,0.06977285228809987,0.07067054436270828,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.03}"
Kronium solidus,-1,stable,0.058619688776538885,0.08441968514719923,"{'R': 18, 'T': 10, 'b': '1,1/2,1/2,1', 'm': 0.22, 's': 0.029}"
Kronium solidus,14,,0.058619688776538885,,"{'R': 18, 'T': 10, 'b': '1,1/2,1/2,1', 'm': 0.22, 's': 0.029}"
Kronium saliens,-1,stable,0.06721513058545601,0.0896472516010371,"{'R': 15, 'T': 10, 'b': '1/2,1/2,1', 'm': 0.23, 's': 0.031}"
Gyrokronium,-1,stable,0.06663098148261833,0.06586170788251879,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.22, 's': 0.026}"
Argentokronium,-1,stable,0.07319576178149625,0.07096244034984937,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.025}"
Ferrokronium solidus,-1,stable,0.08482254248637415,0.0860510914091005,"{'R': 18, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.25, 's': 0.033}"
Ferrokronium valvatus centrale,-1,stable,0.08437619126545397,0.08404140973788135,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.23, 's': 0.033}"
Ferrokronium valvatus laterale,-1,stable,0.08513903961991288,0.0841500063750347,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.24, 's': 0.036}"
Ferrokronium tardus,-1,stable,0.0787424212605578,0.07923388257194998,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.36, 's': 0.068}"
Ferrokronium circularis,-1,stable,0.06969321538915366,0.07027157329832118,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.29, 's': 0.053}"
Ferrokronium solidus,-1,stable,0.08482254248637415,0.07951794046114025,"{'R': 18, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.25, 's': 0.033}"
Ferrokronium saliens,-1,stable,0.0783583285023618,0.07678575229286208,"{'R': 18, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.28, 's': 0.037}"
Aurokronium arcus,-1,stable,0.09543071025817085,0.09558359931467106,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.27, 's': 0.036}"
Aurokronium cavus,-1,stable,0.08156240105187956,0.08211627164513816,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.22, 's': 0.024}"
Synkronium arcus,-1,stable,0.10365904289937675,0.10506444916832346,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.033}"
Synkronium cavus,-1,stable,0.09670600135444801,0.0964589283022381,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.025}"
Florakronium arcus,-1,stable,0.10849373254625869,0.11156976849864927,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.28, 's': 0.035}"
Florakronium cavus,-1,stable,0.0993509065068472,0.04411516882733922,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.24, 's': 0.0235}"
Allikronium,-1,soup,0.12290212409806474,1.1537692565826352,"{'R': 27, 'T': 10, 'b': '1,3/4,1/12', 'm': 0.22, 's': 0.026}"
Parakronium arcus,-1,stable,0.12424519986946828,0.12606639212049978,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.033}"
Parakronium cavus,-1,stable,0.12183672339971076,0.12356138377036602,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.25, 's': 0.029}"
Pentakronium arcus,-1,stable,0.14666714054409064,0.14926597028167865,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.034}"
Pentakronium cavus,-1,stable,0.14296535486611076,0.13918202780936992,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.26, 's': 0.029}"
Hexakronium arcus,-1,stable,0.16710983988415706,0.1696433903529232,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.034}"
Hexakronium cavus,-1,stable,0.14421284974962537,0.14996648812012947,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.25, 's': 0.026}"
Heptakronium arcus,-1,stable,0.18713209657921032,0.18774172487525143,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.034}"
Tetracaudokronium cavus,-1,soup,0.1292911572085819,0.6541930896024103,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.26, 's': 0.029}"
Pentacaudokronium cavus,-1,stable,0.14330066613947265,0.14376653725733476,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.25, 's': 0.026}"
Hexacaudokronium cavus,-1,stable,0.16618738231381444,0.16412800058845167,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.243, 's': 0.0233}"
Catenokronium cinguli,154,,0.2950328181365156,,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.32, 's': 0.0368}"
Tetravolvium,-1,soup,0.07610883175631897,0.8883163537412517,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.0281}"
Hexavolvium,-1,stable,0.10660484128069117,0.10426690444281027,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.033}"
Hexavolvium resiliens,-1,stable,0.11518271438622074,0.04618502476638278,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.27, 's': 0.033}"
Hexavolvium ulterior,-1,stable,0.10585288880334491,0.10737110993477855,"{'R': 18, 'T': 10, 'b': '1,7/12', 'm': 0.27, 's': 0.034}"
Crucium arcus,-1,stable,0.11591957857869403,0.11627530967361575,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.25, 's': 0.033}"
Crucium arcus valvatus,-1,stable,0.11418283236318293,0.11121925822227498,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.22, 's': 0.024}"
Crucium arcus anulus,-1,stable,0.12678560817555798,0.1280299765206195,"{'R': 27, 'T': 10, 'b': '1,1/3,1/3', 'm': 0.31, 's': 0.043}"
Crucium arcus vagus,-1,stable,0.09727728660089247,0.11276472424996276,"{'R': 27, 'T': 10, 'b': '1,7/12,1', 'm': 0.23, 's': 0.024}"
Crucium arcus vagus,12,,0.09727728660089247,,"{'R': 27, 'T': 10, 'b': '1,7/12,1', 'm': 0.23, 's': 0.024}"
Crucium arcus gyrans,-1,stable,0.11142662991166323,0.11298250358274092,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.25, 's': 0.029}"
Crucium cavus,-1,stable,0.0949875539548734,0.09187220126851513,"{'R': 27, 'T': 10, 'b': '1,1,1/3', 'm': 0.22, 's': 0.028}"
Crucium cavus anulus,-1,stable,0.10883080987348599,0.10934527114655554,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.32, 's': 0.045}"
Crucium crux,-1,stable,0.1326077237099913,0.1321679057233313,"{'R': 27, 'T': 10, 'b': '1,1/6,5/12', 'm': 0.32, 's': 0.044}"
Crucium crux rotans,-1,stable,0.13159089456297737,0.13318721041428613,"{'R': 27, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.28, 's': 0.032}"
Crucium crux ventilans,-1,stable,0.13048632524675843,0.12273404257344943,"{'R': 27, 'T': 10, 'b': '1/4,1/4,1', 'm': 0.19, 's': 0.029}"
Crucium crux ventilans,-1,soup,0.13048632524675843,1.3114186546088382,"{'R': 27, 'T': 10, 'b': '1/4,1/4,1', 'm': 0.19, 's': 0.029}"
Crucium,-1,stable,0.2201227789255071,0.22326455760443556,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.29, 's': 0.029}"
Crucium,-1,stable,0.2201227789255071,0.18753253962017122,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.29, 's': 0.029}"
Triradium lithos,-1,stable,0.11726753548290447,0.12119665273920145,"{'R': 36, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.23, 's': 0.014}"
Triradium gyrans,153,,0.14625041060874708,,"{'R': 36, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.21, 's': 0.013}"
Triradium rotans,-1,stable,0.164064943191149,0.164732209383014,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.24, 's': 0.019}"
Triradium ventilans,-1,stable,0.17034932991471283,0.17543292163585927,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.21, 's': 0.014}"
Triradium limus,-1,stable,0.17785506308029692,0.16680994153069573,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.27, 's': 0.022}"
Hexaradium solidus,-1,stable,0.14821396030331413,0.14773827341009366,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.19, 's': 0.018}"
Hexaradium valvatus,-1,stable,0.1475641223268264,0.14860193716124456,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.24, 's': 0.027}"
Hexaradium lithos,-1,stable,0.11776985833018247,0.11855505249599066,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,1/3', 'm': 0.22, 's': 0.022}"
Tetrastrium rotans,-1,stable,0.15885246005173126,0.1621468180004024,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.17, 's': 0.017}"
Astrium solidus,-1,stable,0.15483258977910203,0.1572113607949791,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3,1', 'm': 0.19, 's': 0.025}"
Astrium limus,-1,stable,0.15265747982018316,0.1571672334765108,"{'R': 27, 'T': 10, 'b': '1,1/2,1', 'm': 0.19, 's': 0.021}"
Astrium rotans,-1,stable,0.1468315043722822,0.14648523891441945,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.025}"
Astrium scintillans,-1,stable,0.18971890199393235,0.21993271606317785,"{'R': 27, 'T': 10, 'b': '2/3,0,1', 'm': 0.31, 's': 0.035}"
Astrium inversus,-1,stable,0.1726795360207627,0.20380862563891924,"{'R': 27, 'T': 10, 'b': '7/12,0,1', 'm': 0.33, 's': 0.048}"
Astrium reversus,-1,stable,0.1719577023188018,0.17446284673210033,"{'R': 27, 'T': 10, 'b': '7/12,1/2,1', 'm': 0.3, 's': 0.054}"
Astrium solidus,-1,stable,0.15483258977910203,0.22600285430225892,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3,1', 'm': 0.19, 's': 0.025}"
Astrium currens,-1,stable,0.20040895861207447,0.2094365488704694,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3,1', 'm': 0.2, 's': 0.022}"
Astrium rotans,10,,0.1468315043722822,,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.025}"
Astrium rotans,-1,soup,0.1468315043722822,1.295466953792721,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.025}"
Astrium nausia,-1,stable,0.2296408959264733,0.2260026244365342,"{'R': 36, 'T': 10, 'b': '1,1/6,1/6,3/4', 'm': 0.22, 's': 0.021}"
Hexastrium,-1,stable,0.11669773179778459,0.1225230628807875,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.023}"
Hexastrium rotans,-1,stable,0.14615098279173017,0.14866015305092647,"{'R': 27, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.25, 's': 0.035}"
Hexastrium,13,,0.11669773179778459,,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.023}"
Quadrium solidus,-1,stable,0.15326031914000712,0.15490709763629765,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.01}"
Quadrium minus,-1,stable,0.1346030201178617,0.13778981162215148,"{'R': 36, 'T': 10, 'b': '1,1/2,1/6,1/3', 'm': 0.16, 's': 0.011}"
Quadrium gyrans,-1,stable,0.15793128348078228,0.15933793817440906,"{'R': 36, 'T': 10, 'b': '1,1/2,1/3,5/12', 'm': 0.22, 's': 0.022}"
Quadrium vagus,-1,stable,0.1471313497023207,0.131403542964445,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.13, 's': 0.007}"
Cumulocircium lithos,-1,stable,0.02586751494930209,0.028859348433167942,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.011}"
Cumulocircium scintillans,-1,stable,0.3171024669315367,0.12292528497708594,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.18, 's': 0.0155}"
Cumulocircium scintillans,-1,soup,0.3171024669315367,1.1838812521867885,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.18, 's': 0.0155}"
Cumulocircium lithos,10,,0.02586751494930209,,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.011}"
Cumulocircium scintillans,-1,stable,0.3171024669315367,0.16984622552533582,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.18, 's': 0.0155}"
Cumulocircium lithos,10,,0.02586751494930209,,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.011}"
Dicircium inversus,-1,stable,0.062056877360502534,0.06214293140931986,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.31, 's': 0.042}"
Dicircium rotans,-1,stable,0.04715294215001204,0.0461590371775232,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.36, 's': 0.06}"
Dicircium limus,-1,stable,0.05651914751363819,0.057642306175673425,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.038}"
Tricircium inversus,-1,stable,0.0534995215315276,0.06268386834535809,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.25, 's': 0.03}"
Tricircium rotans,-1,stable,0.050448199116872226,0.048852411380220534,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.2, 's': 0.017}"
Tricircium torquens,-1,stable,0.05048994346328133,0.04758158720654401,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.25, 's': 0.028}"
Tricircium vagus,-1,stable,0.05078785771856013,0.045994917010949925,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.31, 's': 0.044}"
Tricircium rotans,18,,0.050448199116872226,,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.2, 's': 0.017}"
Tetrcircium torquens,-1,stable,0.0448208075362845,0.03937661068901195,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.22, 's': 0.021}"
Tetrcircium lithos,-1,stable,0.03300942197204573,0.032524074573571184,"{'R': 18, 'T': 10, 'b': '1,2/3', 'm': 0.24, 's': 0.024}"
Pentcircium rotans,-1,stable,0.0803351813671074,0.07992533419707513,"{'R': 27, 'T': 10, 'b': '1,1,1/2', 'm': 0.19, 's': 0.014}"
Pentcircium inversus,-1,stable,0.07777131996857783,0.07635870317841442,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.23, 's': 0.026}"
Hexcircium inversus,-1,stable,0.08933505218727651,0.10413582374964311,"{'R': 27, 'T': 10, 'b': '1,1/3,1/3', 'm': 0.24, 's': 0.027}"
Heptcircium lithos,-1,stable,0.09710009611812784,0.0944931440124356,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.21, 's': 0.016}"
Heptcircium ventilans,-1,stable,0.10552018374966983,0.08993665909759202,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.17, 's': 0.012}"
Octcircium lithos,-1,stable,0.09755159142389737,0.09399273679785401,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.21, 's': 0.019}"
Octcircium ventilans,-1,stable,0.11704106587589602,0.10815820832296867,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.18, 's': 0.017}"
Deccircium lithos,-1,stable,0.08229846256109362,0.08239831841650462,"{'R': 36, 'T': 10, 'b': '1,0,0,2/3', 'm': 0.18, 's': 0.022}"
Hexadentium rotans,-1,stable,0.10318265074094626,0.09999202270426935,"{'R': 18, 'T': 10, 'b': '1,3/4', 'm': 0.27, 's': 0.039}"
Hexadentium scintillans,-1,stable,0.08666640642841818,0.08644363291417793,"{'R': 18, 'T': 10, 'b': '1,3/4', 'm': 0.18, 's': 0.018}"
Hexadentium torquens,-1,stable,0.07881912667328864,0.059162058638674284,"{'R': 18, 'T': 10, 'b': '1,2/3', 'm': 0.28, 's': 0.039}"
Heptadentium rotans,-1,stable,0.11643290689688225,0.11105930158293276,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.3, 's': 0.046}"
Heptadentium scintillans,-1,stable,0.10151004246794984,0.10520084113442153,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.2, 's': 0.021}"
Octadentium rotans,-1,stable,0.1363983849658326,0.13682689471609305,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.27, 's': 0.035}"
Octadentium scintillans,-1,stable,0.12856035043474504,0.12847554238805778,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.23, 's': 0.028}"
Octadentium alternatus,-1,soup,0.12410567006445125,1.1177515525466297,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.22, 's': 0.024}"
Nonadentium rotans,-1,stable,0.1580168582428617,0.15899640154826405,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.27, 's': 0.033}"
Decadentium rotans bioculi,-1,stable,0.17690704121404552,0.17520768425267974,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.28, 's': 0.036}"
Decadentium rotans trioculi,-1,stable,0.15957556411155183,0.15938353397446864,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.28, 's': 0.035}"
Decadentium rotans,-1,stable,0.15242752495047518,0.1549489537078811,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.15, 's': 0.011}"
Decadentium rotans,-1,stable,0.15242752495047518,0.14123465158941945,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.15, 's': 0.011}"
Decadentium vagus,-1,stable,0.14094945673306875,0.14600984842357156,"{'R': 36, 'T': 10, 'b': '2/3,1,2/3,1/3', 'm': 0.13, 's': 0.012}"
Decadentium volubilis,-1,stable,0.13717548681910102,0.13710567251748257,"{'R': 36, 'T': 10, 'b': '2/3,1,2/3,1/3', 'm': 0.15, 's': 0.014}"
Undecadentium rotans,-1,stable,0.15859462195182528,0.15972301059990088,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.18, 's': 0.018}"
Undecadentium scintillans,-1,stable,0.162520465269531,0.16312675925326198,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.15, 's': 0.013}"
Dodecadentium rotans,-1,stable,0.18784039318823736,0.18466465253261208,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.2, 's': 0.022}"
Dodecadentium scintillans,-1,stable,0.17841515079882256,0.1790477212951884,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.16, 's': 0.014}"
Dodecadentium nausia,-1,stable,0.18814396666246083,0.18175832419724935,"{'R': 27, 'T': 10, 'b': '2/3,1,1/3', 'm': 0.27, 's': 0.033}"
Tridecadentium rotans,-1,stable,0.19141442734899172,0.14026015949698145,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.18, 's': 0.015}"
Bifolium lithos,-1,stable,0.07086084576024988,0.07100472217918788,"{'R': 27, 'T': 10, 'b': '3/4,1,1/4', 'm': 0.24, 's': 0.033}"
Bifolium lithos limus,-1,stable,0.06685211389446942,0.06579401254027632,"{'R': 27, 'T': 10, 'b': '3/4,1,1/4', 'm': 0.24, 's': 0.03}"
Tetrafolium lithos,-1,stable,0.0799273315561707,0.08162851716603231,"{'R': 27, 'T': 10, 'b': '1,1,1/3', 'm': 0.24, 's': 0.033}"
Pentafolium lithos,-1,stable,0.04833585794237732,0.04850375302285092,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.26, 's': 0.038}"
Pentafolium incarceratus,-1,stable,0.06635753447869504,0.06189871654529478,"{'R': 18, 'T': 10, 'b': '1/4,1/6,1', 'm': 0.25, 's': 0.033}"
Pentafolium incarceratus,14,,0.06635753447869504,,"{'R': 18, 'T': 10, 'b': '1/4,1/6,1', 'm': 0.25, 's': 0.033}"
Hexafolium incarceratus,-1,stable,0.09413336230630649,0.09003962963568057,"{'R': 18, 'T': 10, 'b': '1/2,0,1', 'm': 0.2, 's': 0.027}"
Octafolium lithos,-1,stable,0.0773269338006681,0.0820697503068476,"{'R': 36, 'T': 10, 'b': '1,1,0,1', 'm': 0.22, 's': 0.024}"
Octafolium lithos limus,-1,stable,0.08846388016506415,0.08387189086434764,"{'R': 27, 'T': 10, 'b': '5/12,1,3/4', 'm': 0.24, 's': 0.033}"
Octafolium tardus,-1,stable,0.14019828102580134,0.1430283691306506,"{'R': 27, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.27, 's': 0.041}"
Octafolium lithos,10,,0.0773269338006681,,"{'R': 36, 'T': 10, 'b': '1,1,0,1', 'm': 0.22, 's': 0.024}"
Dodecafolium lithos,-1,stable,0.11855670244426435,0.1167147097097455,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.013}"
Dodecafolium ventilans,-1,stable,0.1762928902468549,0.1769576400001555,"{'R': 36, 'T': 10, 'b': '1/2,7/12,3/4,1', 'm': 0.23, 's': 0.019}"
Heptafolium nausia,-1,stable,0.13704443384063802,0.1389202903467149,"{'R': 36, 'T': 10, 'b': '1,1/2,1/3,5/12', 'm': 0.16, 's': 0.012}"
Nonafolium lithos,-1,stable,0.09290545665703644,0.09919238706658651,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.13, 's': 0.008}"
Nonafolium rotans,-1,stable,0.1441425713710801,0.1430845397668621,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.17, 's': 0.012}"
Dodecafolium lithos,69,,0.11855670244426435,,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.013}"
Tridecafolium lithos,-1,stable,0.22601566917385046,0.15836311699421096,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.015}"
Bug (smaller),54,,0.03994265671885843,,"{'R': 13, 'T': 1, 'b': '1', 'm': 0.31, 's': 0.049, 'kn': 3, 'gn': 2}"
Bug (bigger),-1,soup,0.13772657909321195,1.3432579673306375,"{'R': 26, 'T': 1, 'b': '1', 'm': 0.31, 's': 0.05, 'kn': 3, 'gn': 2}"
