Animal,Extinction Frame,Final state check,Initial Entropy,Final Entropy,params,size,symmetry,circularity,MSE,SSIM,tolerance
Pentacaudokronium cavus,-1,stable,0.1433006661394726,0.1437665372573347,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.25, 's': 0.026}",889,0.9273127753303964,0.2459919556727121,0.027777049773659,0.902573178822208,0.14
Hexacaudokronium cavus,-1,stable,0.1661873823138144,0.1641280005884516,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.243, 's': 0.0233}",1034,0.8854166666666666,0.213218652355962,0.0186353527060885,0.9294810680830284,0.12
Catenokronium cinguli,154,,0.2950328181365156,,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.32, 's': 0.0368}",2008,0.8774703557312253,0.1277168583227899,0.0368966849064133,0.8902571458744847,0.05
Tetravolvium,-1,soup,0.0761088317563189,0.8883163537412517,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.0281}",423,0.846441947565543,0.3973658522499677,0.0083314560375529,0.9667626880058068,0.04
Hexavolvium,-1,stable,0.1066048412806911,0.1042669044428102,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.033}",628,0.8521505376344086,0.2973921435520224,0.005326075334639,0.9809162173771536,0.07
Hexavolvium resiliens,-1,stable,0.1151827143862207,0.0461850247663827,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.27, 's': 0.033}",689,0.9240963855421688,0.2064947009615665,0.018256672455574,0.9409195231687344,0.18
Hexavolvium ulterior,-1,stable,0.1058528888033449,0.1073711099347785,"{'R': 18, 'T': 10, 'b': '1,7/12', 'm': 0.27, 's': 0.034}",635,0.9202127659574468,0.2374685071006909,0.0125576759318742,0.96014606568116,0.24
Crucium arcus,-1,stable,0.115919578578694,0.1162753096736157,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.25, 's': 0.033}",742,0.928406466512702,0.3345347848279415,0.0094525705294743,0.972291663464,0.43
Crucium arcus valvatus,-1,stable,0.1141828323631829,0.1112192582222749,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.22, 's': 0.024}",698,0.9529702970297028,0.2662658975393078,0.010823287424977,0.9642390652636852,0.25
Crucium arcus anulus,-1,stable,0.1267856081755579,0.1280299765206195,"{'R': 27, 'T': 10, 'b': '1,1/3,1/3', 'm': 0.31, 's': 0.043}",833,0.9438444924406048,0.1644001973040552,0.0136434576360275,0.9670332219663268,0.43
Crucium arcus vagus,-1,stable,0.0972772866008924,0.1127647242499627,"{'R': 27, 'T': 10, 'b': '1,7/12,1', 'm': 0.23, 's': 0.024}",592,0.9032258064516128,0.2957044598443932,0.0098814273762748,0.9683349020194448,0.28
Crucium arcus gyrans,-1,stable,0.1114266299116632,0.1129825035827409,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.25, 's': 0.029}",690,0.9236641221374046,0.318406252307214,0.0103907598976889,0.9703233462796156,0.4
Crucium cavus,-1,stable,0.0949875539548734,0.0918722012685151,"{'R': 27, 'T': 10, 'b': '1,1,1/3', 'm': 0.22, 's': 0.028}",598,0.94421768707483,0.3154918393748515,0.0150109759654982,0.9493015587779664,0.5
Crucium cavus anulus,-1,stable,0.1088308098734859,0.1093452711465555,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.32, 's': 0.045}",745,0.965435041716329,0.1461242381970471,0.0083299482213269,0.9793780745462904,0.46
Crucium crux,-1,stable,0.1326077237099913,0.1321679057233313,"{'R': 27, 'T': 10, 'b': '1,1/6,5/12', 'm': 0.32, 's': 0.044}",880,0.9732234809474768,0.0937988003568842,0.0117457579754162,0.9723341398529182,0.51
Crucium crux rotans,-1,stable,0.1315908945629773,0.1331872104142861,"{'R': 27, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.28, 's': 0.032}",872,0.9387550200803212,0.1149281570327802,0.0058501698193868,0.9803472307599664,0.6
Crucium crux ventilans,-1,stable,0.1304863252467584,0.1227340425734494,"{'R': 27, 'T': 10, 'b': '1/4,1/4,1', 'm': 0.19, 's': 0.029}",853,0.9797872340425532,0.0072555130527558,0.0097600344700506,0.974633706927328,0.5
Crucium,-1,stable,0.2201227789255071,0.2232645576044355,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.29, 's': 0.029}",1643,0.9756722151088348,0.0865848539717502,0.0199277020478971,0.9605412071781974,0.65
Triradium lithos,-1,stable,0.1172675354829044,0.1211966527392014,"{'R': 36, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.23, 's': 0.014}",976,0.957847533632287,0.0685099656772936,0.0113106194733563,0.9785577515344032,0.61
Triradium gyrans,153,,0.146250410608747,,"{'R': 36, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.21, 's': 0.013}",1040,0.8981562774363476,0.0427430235500639,0.0132251955716773,0.9676523591174714,0.52
Triradium rotans,-1,stable,0.164064943191149,0.164732209383014,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.24, 's': 0.019}",1129,0.9385826771653544,0.1262372227481484,0.0125971975069863,0.967028383331788,0.69
Triradium ventilans,-1,stable,0.1703493299147128,0.1754329216358592,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.21, 's': 0.014}",1084,0.94679186228482,0.1749362731971336,0.0125636440548473,0.9637427010315154,0.4
Triradium limus,-1,stable,0.1778550630802969,0.1668099415306957,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.27, 's': 0.022}",1251,0.9647141848976712,0.1082163625923143,0.0125812852229871,0.9697023879357732,0.72
Hexaradium solidus,-1,stable,0.1482139603033141,0.1477382734100936,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.19, 's': 0.018}",961,0.9443016281062554,0.2777102490937625,0.0161558648037991,0.9500351092849986,0.48
Hexaradium valvatus,-1,stable,0.1475641223268264,0.1486019371612445,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.24, 's': 0.027}",1053,0.8788638262322472,0.3561267699318278,0.0191261162835609,0.9558434279277286,0.45
Hexaradium lithos,-1,stable,0.1177698583301824,0.1185550524959906,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,1/3', 'm': 0.22, 's': 0.022}",997,0.9538977367979884,0.7222057182234702,0.0134650442663773,0.9661439921005388,0.43
Tetrastrium rotans,-1,stable,0.1588524600517312,0.1621468180004024,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.17, 's': 0.017}",1089,0.7564385577630611,0.3354782705325823,0.1103421198552881,0.4579766583687592,0.51
Astrium solidus,-1,stable,0.154832589779102,0.1572113607949791,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3,1', 'm': 0.19, 's': 0.025}",1043,0.8837606837606837,0.1450096065218032,0.0175610723503786,0.956779419622974,0.65
Astrium limus,-1,stable,0.1526574798201831,0.1571672334765108,"{'R': 27, 'T': 10, 'b': '1,1/2,1', 'm': 0.19, 's': 0.021}",954,0.8212728857890148,0.1895888488645441,0.1077426548431327,0.5145417356139276,0.49
Astrium rotans,-1,stable,0.1468315043722822,0.1464852389144194,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.025}",961,0.8241206030150754,0.1812120967909121,0.0656459435932099,0.7600526942743443,0.58
Astrium scintillans,-1,stable,0.1897189019939323,0.2199327160631778,"{'R': 27, 'T': 10, 'b': '2/3,0,1', 'm': 0.31, 's': 0.035}",1357,0.9463087248322148,0.1006638206209208,0.0139932831920152,0.9680498184058712,0.51
Astrium inversus,-1,stable,0.1726795360207627,0.2038086256389192,"{'R': 27, 'T': 10, 'b': '7/12,0,1', 'm': 0.33, 's': 0.048}",1316,1.0,0.0626074724224847,0.014354361051271,0.9689056003515196,0.52
Astrium reversus,-1,stable,0.1719577023188018,0.1744628467321003,"{'R': 27, 'T': 10, 'b': '7/12,1/2,1', 'm': 0.3, 's': 0.054}",1218,0.9057437407952872,0.105764012262128,0.0120752547338194,0.9656712408931124,0.63
Astrium currens,-1,stable,0.2004089586120744,0.2094365488704694,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3,1', 'm': 0.2, 's': 0.022}",1443,0.8188745603751465,0.1951435343268544,0.0283450060271283,0.9210983631647406,0.83
Astrium nausia,-1,stable,0.2296408959264733,0.2260026244365342,"{'R': 36, 'T': 10, 'b': '1,1/6,1/6,3/4', 'm': 0.22, 's': 0.021}",1630,0.8855,0.1330087573778412,0.0187087734726864,0.9479687108033088,0.61
Hexastrium,-1,stable,0.1166977317977845,0.1225230628807875,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.023}",762,0.9144602851323828,0.2172694067156731,0.1376232630743709,0.4494213483540858,0.6
Hexastrium rotans,-1,stable,0.1461509827917301,0.1486601530509264,"{'R': 27, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.25, 's': 0.035}",1057,0.8414442700156985,0.3078795717792942,0.0809015873983969,0.7291349892726269,0.51
Quadrium solidus,-1,stable,0.1532603191400071,0.1549070976362976,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.01}",976,0.8904214559386974,0.3222903148930321,0.0123399993168678,0.9561597190467102,0.63
Quadrium minus,-1,stable,0.1346030201178617,0.1377898116221514,"{'R': 36, 'T': 10, 'b': '1,1/2,1/6,1/3', 'm': 0.16, 's': 0.011}",835,0.91005291005291,0.334119333446602,0.0133824243377218,0.9492743502692635,0.37
Quadrium gyrans,-1,stable,0.1579312834807822,0.159337938174409,"{'R': 36, 'T': 10, 'b': '1,1/2,1/3,5/12', 'm': 0.22, 's': 0.022}",1099,0.8763523956723338,0.3722303935132939,0.0158313082883858,0.9580610959175186,0.69
Quadrium vagus,-1,stable,0.1471313497023207,0.131403542964445,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.13, 's': 0.007}",892,0.8603712671509282,0.1479606122422376,0.0086756921074677,0.960285023145206,0.46
Cumulocircium lithos,-1,stable,0.025867514949302,0.0288593484331679,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.011}",158,0.9748743718592964,1.0333121136381798,0.0036436846418719,0.9849148679818592,0.24
Cumulocircium scintillans,-1,stable,0.3171024669315367,0.1229252849770859,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.18, 's': 0.0155}",2290,0.9956331877729258,0.4715467706251804,0.1606260069366289,0.4930104588829799,0.01
Dicircium inversus,-1,stable,0.0620568773605025,0.0621429314093198,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.31, 's': 0.042}",336,0.9797979797979798,0.1457458185576915,0.0019892677199283,0.9923448033824062,0.36
Dicircium rotans,-1,stable,0.047152942150012,0.0461590371775232,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.36, 's': 0.06}",285,0.9814814814814816,0.1413108782643115,0.0026476389899341,0.9930395695381312,0.39
Dicircium limus,-1,stable,0.0565191475136381,0.0576423061756734,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.038}",310,0.9746478873239436,0.2055367494789897,0.0014167536108227,0.9937122711514168,0.31
Tricircium inversus,-1,stable,0.0534995215315276,0.062683868345358,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.25, 's': 0.03}",284,0.973293768545994,0.2805686919092138,0.0024853042171996,0.9901036855577876,0.22
Tricircium rotans,-1,stable,0.0504481991168722,0.0488524113802205,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.2, 's': 0.017}",321,0.9808219178082191,0.1585304790640916,0.0026969096908559,0.9928325091312696,0.34
Tricircium torquens,-1,stable,0.0504899434632813,0.047581587206544,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.25, 's': 0.028}",265,0.9389067524115756,0.1762938723377341,0.0018606458354632,0.9922039568405904,0.38
Tricircium vagus,-1,stable,0.0507878577185601,0.0459949170109499,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.31, 's': 0.044}",286,0.987878787878788,0.3782122037524855,0.0022954862933795,0.9921643719267528,0.24
Tetrcircium torquens,-1,stable,0.0448208075362845,0.0393766106890119,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.22, 's': 0.021}",255,0.9333333333333332,0.6925214903974612,0.0026283184896464,0.991275782352476,0.4
Tetrcircium lithos,-1,stable,0.0330094219720457,0.0325240745735711,"{'R': 18, 'T': 10, 'b': '1,2/3', 'm': 0.24, 's': 0.024}",211,0.965648854961832,0.3203914101491317,0.0024508217858146,0.9928717773488678,0.46
Pentcircium rotans,-1,stable,0.0803351813671074,0.0799253341970751,"{'R': 27, 'T': 10, 'b': '1,1,1/2', 'm': 0.19, 's': 0.014}",472,0.9184027777777778,0.2355600305785217,0.0036205027635531,0.9871116371570928,0.59
Pentcircium inversus,-1,stable,0.0777713199685778,0.0763587031784144,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.23, 's': 0.026}",482,0.9914236706689536,0.2341428554847027,0.0062152372620952,0.9810050051933804,0.39
Hexcircium inversus,-1,stable,0.0893350521872765,0.1041358237496431,"{'R': 27, 'T': 10, 'b': '1,1/3,1/3', 'm': 0.24, 's': 0.027}",534,0.9806763285024156,0.2053297030982765,0.0067268826303797,0.9787466144151772,0.14
Heptcircium lithos,-1,stable,0.0971000961181278,0.0944931440124356,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.21, 's': 0.016}",756,0.9611542730299668,0.6248053288495589,0.0072888403541758,0.9829236991553312,0.57
Heptcircium ventilans,-1,stable,0.1055201837496698,0.089936659097592,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.17, 's': 0.012}",705,0.9312638580931264,0.5847917455941638,0.0073201094717071,0.977247795069367,0.1
Octcircium lithos,-1,stable,0.0975515914238973,0.093992736797854,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.21, 's': 0.019}",781,0.9592274678111588,0.8132250572743795,0.0108321945635692,0.9710080310358146,0.55
Octcircium ventilans,-1,stable,0.117041065875896,0.1081582083229686,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.18, 's': 0.017}",719,0.9477124183006536,0.2257258716052733,0.0121581955100464,0.9616037655756782,0.37
Deccircium lithos,-1,stable,0.0822984625610936,0.0823983184165046,"{'R': 36, 'T': 10, 'b': '1,0,0,2/3', 'm': 0.18, 's': 0.022}",646,0.9663182346109176,0.8901274153828175,0.1020652543418392,0.5776282809887824,0.56
Hexadentium rotans,-1,stable,0.1031826507409462,0.0999920227042693,"{'R': 18, 'T': 10, 'b': '1,3/4', 'm': 0.27, 's': 0.039}",649,0.914396887159533,0.2994350221600472,0.0746418940534226,0.7501351896934412,0.14
Hexadentium scintillans,-1,stable,0.0866664064284181,0.0864436329141779,"{'R': 18, 'T': 10, 'b': '1,3/4', 'm': 0.18, 's': 0.018}",499,0.8728682170542635,0.2769782045500618,0.0370584393380411,0.8134012048854364,0.11
Hexadentium torquens,-1,stable,0.0788191266732886,0.0591620586386742,"{'R': 18, 'T': 10, 'b': '1,2/3', 'm': 0.28, 's': 0.039}",502,0.9228187919463088,0.409916109409456,0.0074142000345168,0.9764468192304888,0.15
Heptadentium rotans,-1,stable,0.1164329068968822,0.1110593015829327,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.3, 's': 0.046}",763,0.9340782122905028,0.3200536775438108,0.0576905455986318,0.8244167233567541,0.15
Heptadentium scintillans,-1,stable,0.1015100424679498,0.1052008411344215,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.2, 's': 0.021}",600,0.8877419354838709,0.2945495928205619,0.0455178866144884,0.7943233517941757,0.09
Octadentium rotans,-1,stable,0.1363983849658326,0.136826894716093,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.27, 's': 0.035}",891,0.914757103574702,0.208076046349994,0.0690325286724096,0.7664421623643861,0.13
Octadentium scintillans,-1,stable,0.128560350434745,0.1284755423880577,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.23, 's': 0.028}",808,0.906930693069307,0.2647725447384694,0.0830199275727887,0.6712381716787124,0.11
Octadentium alternatus,-1,soup,0.1241056700644512,1.1177515525466295,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.22, 's': 0.024}",760,0.9020833333333332,0.2433275680582076,0.0422397514483093,0.8259784784311636,0.05
Nonadentium rotans,-1,stable,0.1580168582428617,0.158996401548264,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.27, 's': 0.033}",1031,0.8966876971608833,0.1698719194788012,0.0264919030107437,0.9141767899705532,0.1
Decadentium rotans bioculi,-1,stable,0.1769070412140455,0.1752076842526797,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.28, 's': 0.036}",1195,0.8468770987239759,0.1601449970478101,0.0970834786293032,0.685490848511191,0.07
Decadentium rotans trioculi,-1,stable,0.1595755641115518,0.1593835339744686,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.28, 's': 0.035}",1070,0.8805409466566492,0.2314835069152092,0.0356322611147915,0.891276193157044,0.21
Decadentium rotans,-1,stable,0.1524275249504751,0.1549489537078811,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.15, 's': 0.011}",1031,0.9149606299212598,0.2249524009322998,0.0370241196180581,0.8757150648060769,0.27
Decadentium vagus,-1,stable,0.1409494567330687,0.1460098484235715,"{'R': 36, 'T': 10, 'b': '2/3,1,2/3,1/3', 'm': 0.13, 's': 0.012}",851,0.8309859154929577,0.2555429527288471,0.0236396613050941,0.8738204400324273,0.42
Decadentium volubilis,-1,stable,0.137175486819101,0.1371056725174825,"{'R': 36, 'T': 10, 'b': '2/3,1,2/3,1/3', 'm': 0.15, 's': 0.014}",862,0.8552631578947368,0.2441576123734512,0.0101064133922657,0.9649593160811576,0.56
Undecadentium rotans,-1,stable,0.1585946219518252,0.1597230105999008,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.18, 's': 0.018}",1060,0.9003861003861003,0.3098923222533614,0.0590132581014596,0.7401795122886127,0.48
Undecadentium scintillans,-1,stable,0.162520465269531,0.1631267592532619,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.15, 's': 0.013}",1019,0.8837944664031621,0.3477005990804822,0.0335426786206767,0.8386267187483715,0.42
Dodecadentium rotans,-1,stable,0.1878403931882373,0.184664652532612,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.2, 's': 0.022}",1320,0.9288860918816866,0.312271297156328,0.1023779163270415,0.5885992556410968,0.4
Dodecadentium scintillans,-1,stable,0.1784151507988225,0.1790477212951884,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.16, 's': 0.014}",1160,0.8808362369337979,0.2803066668793226,0.0328586541693379,0.8532011500451889,0.38
Dodecadentium nausia,-1,stable,0.1881439666624608,0.1817583241972493,"{'R': 27, 'T': 10, 'b': '2/3,1,1/3', 'm': 0.27, 's': 0.033}",1402,0.8612099644128114,0.0878506870405846,0.1193364447039366,0.5897199705947849,0.14
Tridecadentium rotans,-1,stable,0.1914144273489917,0.1402601594969814,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.18, 's': 0.015}",1293,0.9038340666247644,0.2646518046475271,0.01960468826376,0.9393036398077762,0.33
Bifolium lithos,-1,stable,0.0708608457602498,0.0710047221791878,"{'R': 27, 'T': 10, 'b': '3/4,1,1/4', 'm': 0.24, 's': 0.033}",538,0.9654088050314464,0.6979596353513997,0.0028561188434761,0.9897698775650964,0.33
Bifolium lithos limus,-1,stable,0.0668521138944694,0.0657940125402763,"{'R': 27, 'T': 10, 'b': '3/4,1,1/4', 'm': 0.24, 's': 0.03}",487,0.9605488850771868,0.4615347385420445,0.0021714985984243,0.9917723460615628,0.31
Tetrafolium lithos,-1,stable,0.0799273315561707,0.0816285171660323,"{'R': 27, 'T': 10, 'b': '1,1,1/3', 'm': 0.24, 's': 0.033}",602,0.9647390691114246,0.6440143118733312,0.0029985757237329,0.9881681723558136,0.43
Pentafolium lithos,-1,stable,0.0483358579423773,0.0485037530228509,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.26, 's': 0.038}",332,0.946629213483146,0.2004941270506059,0.0043355577149363,0.9875322711794018,0.57
Pentafolium incarceratus,-1,stable,0.066357534478695,0.0618987165452947,"{'R': 18, 'T': 10, 'b': '1/4,1/6,1', 'm': 0.25, 's': 0.033}",388,0.8450980392156863,0.0578812009122648,0.2258127837928982,0.3615197601261085,0.67
Hexafolium incarceratus,-1,stable,0.0941333623063064,0.0900396296356805,"{'R': 18, 'T': 10, 'b': '1/2,0,1', 'm': 0.2, 's': 0.027}",552,0.7969821673525377,0.0685808776285463,0.1913853050673733,0.3364303132895135,0.45
Octafolium lithos,-1,stable,0.0773269338006681,0.0820697503068476,"{'R': 36, 'T': 10, 'b': '1,1,0,1', 'm': 0.22, 's': 0.024}",586,0.9384615384615383,0.1635443847339488,0.0118417038825926,0.9620332871563732,0.78
Octafolium lithos limus,-1,stable,0.0884638801650641,0.0838718908643476,"{'R': 27, 'T': 10, 'b': '5/12,1,3/4', 'm': 0.24, 's': 0.033}",669,0.8968553459119497,0.1669509891460477,0.0051412532472847,0.9835346451050824,0.82
Octafolium tardus,-1,stable,0.1401982810258013,0.1430283691306506,"{'R': 27, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.27, 's': 0.041}",1068,0.9762100082034456,0.4261071673781524,0.0170756162543646,0.9457488869140024,0.49
Dodecafolium lithos,-1,stable,0.1185567024442643,0.1167147097097455,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.013}",986,0.965,0.1249171892531764,0.0701346032385574,0.8093701484948463,0.22
Dodecafolium ventilans,-1,stable,0.1762928902468549,0.1769576400001555,"{'R': 36, 'T': 10, 'b': '1/2,7/12,3/4,1', 'm': 0.23, 's': 0.019}",1323,0.9614187927815806,0.0986894800140631,0.0116747337874532,0.97035257302751,0.6
Heptafolium nausia,-1,stable,0.137044433840638,0.1389202903467149,"{'R': 36, 'T': 10, 'b': '1,1/2,1/3,5/12', 'm': 0.16, 's': 0.012}",936,0.8786677240285488,0.5627106695516707,0.0126763386621396,0.9597995628848652,0.43
Nonafolium lithos,-1,stable,0.0929054566570364,0.0991923870665865,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.13, 's': 0.008}",715,0.8980537534754403,0.4572087838493376,0.0103318979524647,0.960508702562745,0.28
Nonafolium rotans,-1,stable,0.1441425713710801,0.1430845397668621,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.17, 's': 0.012}",1043,0.8941877794336811,0.4235532758156801,0.0120825040263561,0.9627634308686364,0.3
Tridecafolium lithos,-1,stable,0.2260156691738504,0.1583631169942109,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.16, 's': 0.015}",1425,0.923529411764706,0.3396466218675255,0.073309939439361,0.6302488391601492,0.19
Bug (smaller),54,,0.0399426567188584,,"{'R': 13, 'T': 1, 'b': '1', 'm': 0.31, 's': 0.049, 'kn': 3, 'gn': 2}",213,0.937984496124031,0.2535461155683907,0.0129704570185804,0.9558925869756364,0.03
Bug (bigger),-1,soup,0.1377265790932119,1.3432579673306375,"{'R': 26, 'T': 1, 'b': '1', 'm': 0.31, 's': 0.05, 'kn': 3, 'gn': 2}",861,0.9448491155046826,0.2157214399648236,0.0333266682643426,0.9136599527612338,0.02
